Invoice,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,__sheet_name,IsCancellation,Invoice_str,Revenue,InvoiceMonth,InvoiceYear,Category
574582,84279P,check,-104,2011-11-04 17:46:00,0.0,,United Kingdom,Year 2010-2011,True,574582,-0.0,2011-11-01,2011,Uncategorised — needs review
574583,22892,check,-62,2011-11-04 17:46:00,0.0,,United Kingdom,Year 2010-2011,True,574583,-0.0,2011-11-01,2011,Uncategorised — needs review
574757,72802C,damages,-54,2011-11-07 10:08:00,0.0,,United Kingdom,Year 2010-2011,True,574757,-0.0,2011-11-01,2011,Damaged Stock
574816,85036C,damages wax,-1560,2011-11-07 10:37:00,0.0,,United Kingdom,Year 2010-2011,True,574816,-0.0,2011-11-01,2011,Damaged Stock
574822,85036B,damages wax,-1284,2011-11-07 10:38:00,0.0,,United Kingdom,Year 2010-2011,True,574822,-0.0,2011-11-01,2011,Damaged Stock
574906,85034A,damaged,-81,2011-11-07 15:30:00,0.0,,United Kingdom,Year 2010-2011,True,574906,-0.0,2011-11-01,2011,Damaged Stock
575048,84665,water damaged,-15,2011-11-08 12:12:00,0.0,,United Kingdom,Year 2010-2011,True,575048,-0.0,2011-11-01,2011,Other
575287,84508A,check,-39,2011-11-09 12:15:00,0.0,,United Kingdom,Year 2010-2011,True,575287,-0.0,2011-11-01,2011,Uncategorised — needs review
575613,23118,check,-6,2011-11-10 12:47:00,0.0,,United Kingdom,Year 2010-2011,True,575613,-0.0,2011-11-01,2011,Uncategorised — needs review
575614,22121,check,-10,2011-11-10 12:48:00,0.0,,United Kingdom,Year 2010-2011,True,575614,-0.0,2011-11-01,2011,Uncategorised — needs review
575617,21014,check,-90,2011-11-10 12:53:00,0.0,,United Kingdom,Year 2010-2011,True,575617,-0.0,2011-11-01,2011,Uncategorised — needs review
575625,35972,check,-3,2011-11-10 13:20:00,0.0,,United Kingdom,Year 2010-2011,True,575625,-0.0,2011-11-01,2011,Uncategorised — needs review
575704,21843,smashed,-63,2011-11-10 17:00:00,0.0,,United Kingdom,Year 2010-2011,True,575704,-0.0,2011-11-01,2011,Other
575714,85125,check,-64,2011-11-10 17:55:00,0.0,,United Kingdom,Year 2010-2011,True,575714,-0.0,2011-11-01,2011,Uncategorised — needs review
575715,72802B,check,-36,2011-11-10 17:58:00,0.0,,United Kingdom,Year 2010-2011,True,575715,-0.0,2011-11-01,2011,Uncategorised — needs review
575716,72802C,check,-21,2011-11-10 18:00:00,0.0,,United Kingdom,Year 2010-2011,True,575716,-0.0,2011-11-01,2011,Uncategorised — needs review
575717,85175,check,-42,2011-11-10 18:02:00,0.0,,United Kingdom,Year 2010-2011,True,575717,-0.0,2011-11-01,2011,Uncategorised — needs review
575720,21817,check,-8,2011-11-10 18:09:00,0.0,,United Kingdom,Year 2010-2011,True,575720,-0.0,2011-11-01,2011,Uncategorised — needs review
575907,22268,check,-10,2011-11-11 15:52:00,0.0,,United Kingdom,Year 2010-2011,True,575907,-0.0,2011-11-01,2011,Uncategorised — needs review
575909,20711,check,-220,2011-11-11 16:02:00,0.0,,United Kingdom,Year 2010-2011,True,575909,-0.0,2011-11-01,2011,Uncategorised — needs review
575912,22943,check,-7,2011-11-11 16:20:00,0.0,,United Kingdom,Year 2010-2011,True,575912,-0.0,2011-11-01,2011,Uncategorised — needs review
576250,71279,damages,-74,2011-11-14 13:50:00,0.0,,United Kingdom,Year 2010-2011,True,576250,-0.0,2011-11-01,2011,Damaged Stock
576366,23072,damages,-50,2011-11-14 18:30:00,0.0,,United Kingdom,Year 2010-2011,True,576366,-0.0,2011-11-01,2011,Damaged Stock
576367,23071,damages,-65,2011-11-14 18:31:00,0.0,,United Kingdom,Year 2010-2011,True,576367,-0.0,2011-11-01,2011,Damaged Stock
576368,21135,wet rusty,-864,2011-11-14 18:33:00,0.0,,United Kingdom,Year 2010-2011,True,576368,-0.0,2011-11-01,2011,Other
576369,21135,wet rusty,-288,2011-11-14 18:35:00,0.0,,United Kingdom,Year 2010-2011,True,576369,-0.0,2011-11-01,2011,Other
576407,47590B,check,-57,2011-11-15 11:18:00,0.0,,United Kingdom,Year 2010-2011,True,576407,-0.0,2011-11-01,2011,Uncategorised — needs review
576410,71038,check,-16,2011-11-15 11:20:00,0.0,,United Kingdom,Year 2010-2011,True,576410,-0.0,2011-11-01,2011,Uncategorised — needs review
576411,85111,check,-117,2011-11-15 11:20:00,0.0,,United Kingdom,Year 2010-2011,True,576411,-0.0,2011-11-01,2011,Uncategorised — needs review
576413,17012C,check,-22,2011-11-15 11:21:00,0.0,,United Kingdom,Year 2010-2011,True,576413,-0.0,2011-11-01,2011,Uncategorised — needs review
576419,85036B,check,-23,2011-11-15 11:23:00,0.0,,United Kingdom,Year 2010-2011,True,576419,-0.0,2011-11-01,2011,Uncategorised — needs review
576424,85036C,check,-4,2011-11-15 11:24:00,0.0,,United Kingdom,Year 2010-2011,True,576424,-0.0,2011-11-01,2011,Uncategorised — needs review
576436,22943,check,-26,2011-11-15 11:27:00,0.0,,United Kingdom,Year 2010-2011,True,576436,-0.0,2011-11-01,2011,Uncategorised — needs review
576674,21823,damaged,-6,2011-11-16 12:00:00,0.0,,United Kingdom,Year 2010-2011,True,576674,-0.0,2011-11-01,2011,Damaged Stock
576762,21744,check,-21,2011-11-16 13:08:00,0.0,,United Kingdom,Year 2010-2011,True,576762,-0.0,2011-11-01,2011,Uncategorised — needs review
576763,23035,check,-64,2011-11-16 13:09:00,0.0,,United Kingdom,Year 2010-2011,True,576763,-0.0,2011-11-01,2011,Uncategorised — needs review
576764,16008,check,-1510,2011-11-16 13:10:00,0.0,,United Kingdom,Year 2010-2011,True,576764,-0.0,2011-11-01,2011,Uncategorised — needs review
576765,22219,???lost,-550,2011-11-16 13:11:00,0.0,,United Kingdom,Year 2010-2011,True,576765,-0.0,2011-11-01,2011,Other
576767,22339,check,-60,2011-11-16 13:12:00,0.0,,United Kingdom,Year 2010-2011,True,576767,-0.0,2011-11-01,2011,Uncategorised — needs review
576773,22181,check,-92,2011-11-16 13:21:00,0.0,,United Kingdom,Year 2010-2011,True,576773,-0.0,2011-11-01,2011,Uncategorised — needs review
576776,21811,check,-240,2011-11-16 13:22:00,0.0,,United Kingdom,Year 2010-2011,True,576776,-0.0,2011-11-01,2011,Uncategorised — needs review
576839,35818B,adjustment,-22,2011-11-16 15:21:00,0.0,,United Kingdom,Year 2010-2011,True,576839,-0.0,2011-11-01,2011,Other
576843,10133,damaged,-82,2011-11-16 15:32:00,0.0,,United Kingdom,Year 2010-2011,True,576843,-0.0,2011-11-01,2011,Damaged Stock
577111,22587,check,-41,2011-11-17 17:55:00,0.0,,United Kingdom,Year 2010-2011,True,577111,-0.0,2011-11-01,2011,Uncategorised — needs review
577112,22586,check,-30,2011-11-17 17:55:00,0.0,,United Kingdom,Year 2010-2011,True,577112,-0.0,2011-11-01,2011,Uncategorised — needs review
577113,22271,check,-43,2011-11-17 17:58:00,0.0,,United Kingdom,Year 2010-2011,True,577113,-0.0,2011-11-01,2011,Uncategorised — needs review
577114,21786,check,-209,2011-11-17 17:59:00,0.0,,United Kingdom,Year 2010-2011,True,577114,-0.0,2011-11-01,2011,Uncategorised — needs review
577115,85035C,check,-24,2011-11-17 18:02:00,0.0,,United Kingdom,Year 2010-2011,True,577115,-0.0,2011-11-01,2011,Uncategorised — needs review
577116,21165,check,-28,2011-11-17 18:04:00,0.0,,United Kingdom,Year 2010-2011,True,577116,-0.0,2011-11-01,2011,Uncategorised — needs review
577118,22286,check,-47,2011-11-17 18:05:00,0.0,,United Kingdom,Year 2010-2011,True,577118,-0.0,2011-11-01,2011,Uncategorised — needs review
577119,22778,check,-10,2011-11-17 18:08:00,0.0,,United Kingdom,Year 2010-2011,True,577119,-0.0,2011-11-01,2011,Uncategorised — needs review
577120,20752,check,-10,2011-11-17 18:09:00,0.0,,United Kingdom,Year 2010-2011,True,577120,-0.0,2011-11-01,2011,Uncategorised — needs review
577123,23288,check,-63,2011-11-17 18:34:00,0.0,,United Kingdom,Year 2010-2011,True,577123,-0.0,2011-11-01,2011,Uncategorised — needs review
577124,22759,check,-327,2011-11-17 18:41:00,0.0,,United Kingdom,Year 2010-2011,True,577124,-0.0,2011-11-01,2011,Uncategorised — needs review
577304,20956,check,-152,2011-11-18 13:04:00,0.0,,United Kingdom,Year 2010-2011,True,577304,-0.0,2011-11-01,2011,Uncategorised — needs review
577305,22946,check,-21,2011-11-18 13:06:00,0.0,,United Kingdom,Year 2010-2011,True,577305,-0.0,2011-11-01,2011,Uncategorised — needs review
577307,16169E,check,-313,2011-11-18 13:06:00,0.0,,United Kingdom,Year 2010-2011,True,577307,-0.0,2011-11-01,2011,Uncategorised — needs review
577787,23055,rusty thrown away,-398,2011-11-21 16:28:00,0.0,,United Kingdom,Year 2010-2011,True,577787,-0.0,2011-11-01,2011,Other
577836,21888,check,-57,2011-11-22 10:26:00,0.0,,United Kingdom,Year 2010-2011,True,577836,-0.0,2011-11-01,2011,Uncategorised — needs review
577999,21018,damaged,-63,2011-11-22 12:29:00,0.0,,United Kingdom,Year 2010-2011,True,577999,-0.0,2011-11-01,2011,Damaged Stock
578095,23397,damaged,-9,2011-11-22 17:25:00,0.0,,United Kingdom,Year 2010-2011,True,578095,-0.0,2011-11-01,2011,Damaged Stock
578327,72807A,wet pallet,-504,2011-11-23 17:55:00,0.0,,United Kingdom,Year 2010-2011,True,578327,-0.0,2011-11-01,2011,Other
578328,72807B,wet pallet,-696,2011-11-23 17:55:00,0.0,,United Kingdom,Year 2010-2011,True,578328,-0.0,2011-11-01,2011,Other
578329,72807C,wet pallet,-408,2011-11-23 17:56:00,0.0,,United Kingdom,Year 2010-2011,True,578329,-0.0,2011-11-01,2011,Other
578473,72807B,damages,-101,2011-11-24 12:43:00,0.0,,United Kingdom,Year 2010-2011,True,578473,-0.0,2011-11-01,2011,Damaged Stock
578474,72807A,damages,-56,2011-11-24 12:44:00,0.0,,United Kingdom,Year 2010-2011,True,578474,-0.0,2011-11-01,2011,Damaged Stock
578475,72807C,damages,-149,2011-11-24 12:44:00,0.0,,United Kingdom,Year 2010-2011,True,578475,-0.0,2011-11-01,2011,Damaged Stock
578524,22810,check,-25,2011-11-24 14:20:00,0.0,,United Kingdom,Year 2010-2011,True,578524,-0.0,2011-11-01,2011,Uncategorised — needs review
578525,22152,check,-179,2011-11-24 14:21:00,0.0,,United Kingdom,Year 2010-2011,True,578525,-0.0,2011-11-01,2011,Uncategorised — needs review
578527,21819,check,-14,2011-11-24 14:24:00,0.0,,United Kingdom,Year 2010-2011,True,578527,-0.0,2011-11-01,2011,Uncategorised — needs review
578528,22601,check,-20,2011-11-24 14:24:00,0.0,,United Kingdom,Year 2010-2011,True,578528,-0.0,2011-11-01,2011,Uncategorised — needs review
578733,21643,damaged,-9,2011-11-25 11:32:00,0.0,,United Kingdom,Year 2010-2011,True,578733,-0.0,2011-11-01,2011,Damaged Stock
578837,35833P,check,-24,2011-11-25 15:51:00,0.0,,United Kingdom,Year 2010-2011,True,578837,-0.0,2011-11-01,2011,Uncategorised — needs review
578838,21591,check,-267,2011-11-25 15:52:00,0.0,,United Kingdom,Year 2010-2011,True,578838,-0.0,2011-11-01,2011,Uncategorised — needs review
578839,22959,check,-175,2011-11-25 15:52:00,0.0,,United Kingdom,Year 2010-2011,True,578839,-0.0,2011-11-01,2011,Uncategorised — needs review
578840,22142,check,-70,2011-11-25 15:54:00,0.0,,United Kingdom,Year 2010-2011,True,578840,-0.0,2011-11-01,2011,Uncategorised — needs review
579429,20711,lost in space,-98,2011-11-29 13:04:00,0.0,,United Kingdom,Year 2010-2011,True,579429,-0.0,2011-11-01,2011,Other
579681,21615,check,-26,2011-11-30 13:33:00,0.0,,United Kingdom,Year 2010-2011,True,579681,-0.0,2011-11-01,2011,Uncategorised — needs review
579682,85172,check,-145,2011-11-30 13:33:00,0.0,,United Kingdom,Year 2010-2011,True,579682,-0.0,2011-11-01,2011,Uncategorised — needs review
579683,21868,check,-28,2011-11-30 13:35:00,0.0,,United Kingdom,Year 2010-2011,True,579683,-0.0,2011-11-01,2011,Uncategorised — needs review
579731,35648,check,-46,2011-11-30 14:23:00,0.0,,United Kingdom,Year 2010-2011,True,579731,-0.0,2011-11-01,2011,Uncategorised — needs review
579733,84581,check,-41,2011-11-30 14:24:00,0.0,,United Kingdom,Year 2010-2011,True,579733,-0.0,2011-11-01,2011,Uncategorised — needs review
579732,35648,check,-10,2011-11-30 14:24:00,0.0,,United Kingdom,Year 2010-2011,True,579732,-0.0,2011-11-01,2011,Uncategorised — needs review
579735,21793,check,-40,2011-11-30 14:25:00,0.0,,United Kingdom,Year 2010-2011,True,579735,-0.0,2011-11-01,2011,Uncategorised — needs review
579734,84859C,wet?,-153,2011-11-30 14:25:00,0.0,,United Kingdom,Year 2010-2011,True,579734,-0.0,2011-11-01,2011,Other
579742,85204,lost??,-1131,2011-11-30 14:34:00,0.0,,United Kingdom,Year 2010-2011,True,579742,-0.0,2011-11-01,2011,Other
579743,21810,check,-135,2011-11-30 14:36:00,0.0,,United Kingdom,Year 2010-2011,True,579743,-0.0,2011-11-01,2011,Uncategorised — needs review
579745,22043,check,-40,2011-11-30 14:39:00,0.0,,United Kingdom,Year 2010-2011,True,579745,-0.0,2011-11-01,2011,Uncategorised — needs review
579755,84912B,damaged,-14,2011-11-30 14:54:00,0.0,,United Kingdom,Year 2010-2011,True,579755,-0.0,2011-11-01,2011,Damaged Stock
580218,22577,check,-300,2011-12-02 12:12:00,0.0,,United Kingdom,Year 2010-2011,True,580218,-0.0,2011-12-01,2011,Uncategorised — needs review
580377,84609,damages,-29,2011-12-02 17:52:00,0.0,,United Kingdom,Year 2010-2011,True,580377,-0.0,2011-12-01,2011,Damaged Stock
580378,22792,damages,-73,2011-12-02 17:56:00,0.0,,United Kingdom,Year 2010-2011,True,580378,-0.0,2011-12-01,2011,Damaged Stock
580380,21620,check,-20,2011-12-02 17:58:00,0.0,,United Kingdom,Year 2010-2011,True,580380,-0.0,2011-12-01,2011,Uncategorised — needs review
580382,16045,check,-900,2011-12-02 17:59:00,0.0,,United Kingdom,Year 2010-2011,True,580382,-0.0,2011-12-01,2011,Uncategorised — needs review
580383,20652,check,-37,2011-12-02 17:59:00,0.0,,United Kingdom,Year 2010-2011,True,580383,-0.0,2011-12-01,2011,Uncategorised — needs review
580546,23406,check,-21,2011-12-05 09:27:00,0.0,,United Kingdom,Year 2010-2011,True,580546,-0.0,2011-12-01,2011,Uncategorised — needs review
580990,21109,wet,-48,2011-12-06 16:54:00,0.0,,United Kingdom,Year 2010-2011,True,580990,-0.0,2011-12-01,2011,Other
580991,22481,wet boxes,-288,2011-12-06 16:55:00,0.0,,United Kingdom,Year 2010-2011,True,580991,-0.0,2011-12-01,2011,Other
581190,84801A,check,-102,2011-12-07 16:55:00,0.0,,United Kingdom,Year 2010-2011,True,581190,-0.0,2011-12-01,2011,Uncategorised — needs review
581198,22025,check,-30,2011-12-07 18:26:00,0.0,,United Kingdom,Year 2010-2011,True,581198,-0.0,2011-12-01,2011,Uncategorised — needs review
581200,84508C,check,-21,2011-12-07 18:27:00,0.0,,United Kingdom,Year 2010-2011,True,581200,-0.0,2011-12-01,2011,Uncategorised — needs review
581201,22217,damages?,-155,2011-12-07 18:30:00,0.0,,United Kingdom,Year 2010-2011,True,581201,-0.0,2011-12-01,2011,Other
581204,85104,????damages????,-355,2011-12-07 18:32:00,0.0,,United Kingdom,Year 2010-2011,True,581204,-0.0,2011-12-01,2011,Other
581205,20893,damages,-55,2011-12-07 18:32:00,0.0,,United Kingdom,Year 2010-2011,True,581205,-0.0,2011-12-01,2011,Damaged Stock
581208,72801C,check,-10,2011-12-07 18:35:00,0.0,,United Kingdom,Year 2010-2011,True,581208,-0.0,2011-12-01,2011,Uncategorised — needs review
581210,23395,check,-26,2011-12-07 18:36:00,0.0,,United Kingdom,Year 2010-2011,True,581210,-0.0,2011-12-01,2011,Uncategorised — needs review
581212,22578,lost,-1050,2011-12-07 18:38:00,0.0,,United Kingdom,Year 2010-2011,True,581212,-0.0,2011-12-01,2011,Uncategorised — needs review
581213,22576,check,-30,2011-12-07 18:38:00,0.0,,United Kingdom,Year 2010-2011,True,581213,-0.0,2011-12-01,2011,Uncategorised — needs review
581422,23169,smashed,-235,2011-12-08 15:24:00,0.0,,United Kingdom,Year 2010-2011,True,581422,-0.0,2011-12-01,2011,Other
